id,book_id,title,describe_title,author,describe_detail,price,price_pure_number,ori_price,ori_price_pure_number,discount,publishing_date,publishing_company,star,comment_num,url,image_url
83,p23967488,谁说菜鸟不会数据分析（工具篇）（纪念版）（全彩）,谁说菜鸟不会数据分析（工具篇）（纪念版）（全彩）EXCEL的黄金搭档，数据来了都不慌（数据分析工具必读）,张文霖 等编著,推荐购买： PPT设计思维：教你又好又快搞定幻灯片（全彩） 谁说菜鸟不会数据分析（入门篇）（纪念版）（全彩） 谁说菜鸟不会数据分析(SPSS篇)（全彩） 数据化管理：洞悉零售及电子商务运营 Excel这么用就对了 小蚊子团队全新力作 装帧精美的纪念版进行了细致修订并奉上增值内容 新增配套30分钟高清视频讲解难点。 新增配套Excel动态仪表盘模板，修改就能上手用。 新增配套Excel格式的珍藏文件工具，提高工作效率。 满书写尽数据分析实战技巧。 SQL、PowerPivot、Excel数据分析工具库、水晶易表、VBA一个都不少。,¥40.70,40.70,¥59.00,59.00,6.9, 2016-05-01,  电子工业出版社,9.0,5301,http://product.dangdang.com/23967488.html,images/model/guan/url_none.png
84,p23453258,SPSS统计分析大全（配光盘）,SPSS统计分析大全（配光盘）【畅销13500册，位列当当SPSS销售榜前列！全面涵盖SPSS统计分析的所有常见技术与应用，112个实战案例，16.4小时配套教学视频，配专业教学PPT，赠送17.3小时SAS教学视频】,武松 潘发明,一本全面介绍IBM SPSS统计分析软件的宝典秘笈，累计6次印刷，畅销13500册 涵盖SPSS数据管理、基础统计分析和高级统计分析等应用 精讲112个实战案例，带领读者成长为数据分析的高手 提供16.4小时配套教学视频 赠送17.3小时SAS统计分析教学视频 推荐阅读（请点丛书链接查看） 《 SPSS 统 计分析实用宝典》 （ 视频教学 实例 案例 ） 《 SAS 统 计分析实用宝典》 （ 视频教学 实例 案例 ） 《绝了！ Excel 可以这样用 数据处理、计算与分析》 （畅销23000册 ，职场效率提升 100% ） 《绝了 ！ Excel 可以这样用 商务图表经典案例实战精粹》 （精美图表，全彩印刷） 《绝了！ Excel 可以这样用 公司管理经典案例实战精粹》 （ 情景案,¥48.10,48.10,¥69.80,69.80,6.9, 2014-04-01,  清华大学出版社,9.0,6994,http://product.dangdang.com/23453258.html,images/model/guan/url_none.png
85,p25195904,数据结构 Python语言描述,数据结构 Python语言描述基于Python语言的数据结构基础编程语法详解 国外高等院校信息科学与技术教材,[美] Kenneth A. Lambert 兰伯特,不管你是程序设计爱好者、计算机专业的学生还是一位专业程序员，本书都是你通过Python编程语言学习面向对象设计和数据结构的不错的入门教程。通过清晰的示例、按部就班的讲解以及众多实用的练习，本书教你通过Python理解并使用数据结构。 ● 使用多态和继承来设计集合类； ● 集合接口的多个实现； ● 不同的集合实现的时间 空间代价分析。,¥47.60,47.60,¥69.00,69.00,6.9, 2017-12-01,  人民邮电出版社,9.0,2049,http://product.dangdang.com/25195904.html,images/model/guan/url_none.png
86,p20427584,编译原理（第2版）――计算机科学丛书,编译原理（第2版）――计算机科学丛书,（美）阿霍 等著，赵建华 等译,编译领域里程碑式的经典著作 龙书，20年后终于出版新版！这是一个延绵30年的故事，这是一部关于龙书的传奇！**版本，增添两章节内容，使龙书地位更权威！ 本书是编译领域无可替代的经典著作，被广大计算机专业人士誉为 龙书 。本书上一版自1986年出版以来，被世界各地的著名高等院校和研究机构（包括美国哥伦比亚大学、斯坦福大学、哈佛大学、普林斯顿大学、贝尔实验室）作为本科生和研究生的编译原理课程的教材。该书对我国高等计算机教育领域也产生了重大影响。 第2版对每一章都进行了全面的修订，以反映自上一版出版20多年来软件工程。程序设计语言和计算机体系结构方面的发展对编译技术的影响。本书全面介绍了编译器的设计，并强调编译技术在软件设计和开发中的广泛应用。每章中都包含大量的习题和丰富的参考文献。,¥61.40,61.40,¥89.00,89.00,6.9, 2008-12-01,  机械工业出版社,9.0,6829,http://product.dangdang.com/20427584.html,images/model/guan/url_none.png
87,p25321939,学习OpenCV 3（中文版）,学习OpenCV 3（中文版）由OpenCV发起人所写，站在一线开发人员的角度用通俗易懂的语言解释OpenCV的缘起和计算机视觉基础结构，演示了如何用OpenCV和现有的自由代码为各种各样的机器进行编程，带你深入探索计算机视觉领域,［美］Adrian Kaehler Gary Bradski 著 阿丘科技 刘昌祥 吴雨培 王成龙 崔玉芳 等译,OpenCV库包含500多个函数，2500多种算法，可以扩展应用到视觉行业中的很多领域，有广泛的用途，比如安保，医学成像，模式与人脸识别，机器人和工业产品检测，等等。《学习OpenCV 3(中文版)》实用性强，内容全面，讲解透彻，可以帮助读者掌握如何构建具有一定AI（人工智能）的应用程序，使计算机能够 看见 并根据所得到的数据来做出决策。《学习OpenCV 3(中文版)》全面介绍整个OpenCV库，所有示例代码都用C 实现，同时还介绍了可以用于计算机视觉的机器学习工具。《学习OpenCV 3(中文版)》每一章都精心设计有动手练习，旨在方便课堂教学和自学，进一步帮助读者学以致用。 通过学习《学习OpenCV 3(中文版)》，读者可以奠定扎实的基础，运用计算机视觉相关知识和OpenCV库来构建简单的或者精巧复杂的应用程序。,¥102.80,102.80,¥149.00,149.00,6.9, 2018-07-28,  清华大学出版社,9.0,8,http://product.dangdang.com/25321939.html,images/model/guan/url_none.png
88,p25312917,利用Python进行数据分析（原书第2版）,利用Python进行数据分析（原书第2版）Python数据分析经典畅销书全新升级，第1版中文版累计销售100000册 Python pandas创始人亲自执笔，Python语言的核心开发人员鼎立推荐 针对Python 3.6进行全面修订和更新,[美]韦斯?麦金尼（Wes McKinney）,阅读本书可以获得一份关于在Python下操作、处理、清洗、规整数据集的完整说明。本书第二版针对Python 3.6进行了更新，并增加实际案例向你展示如何高效地解决一系列数据分析问题。你将在阅读过程中学习到*版本的pandas、NumPy、IPython和Jupyter。 本书由Wes McKinney创作，他是Python pandas项目的创始人。本书是对Python数据科学工具的实操化、现代化的介绍，非常适合刚学Python的数据分析师或刚学数据科学以及科学计算的Python编程者。数据文件和相关的材料可以在GitHub上找到： l 使用IPython shell和Jupyter notebook进行探索性计算 l 学习NumPy(Numerical Python)的基础和高级特性 l 入门pandas库中的数据分析工具 l 使用灵活工具对数据进行载入、清洗、变换、合并和重塑 l 使用matplotlib创建富含信息的可视化 l 将pandas的groupby功能应用于对数据集的切片、分块和汇总 l 分析并,¥82.10,82.10,¥119.00,119.00,6.9, 2018-07-30,  机械工业出版社,8.0,15,http://product.dangdang.com/25312917.html,images/model/guan/url_none.png
89,p23735741,计算机组成与设计：硬件/软件接口（原书第5版）,计算机组成与设计：硬件/软件接口（原书第5版）2017年图灵奖得主作品，计算机专业必读教材！,（美）帕特森，（美）亨尼斯 著，王党辉 等译,,¥68.30,68.30,¥99.00,99.00,6.9, 2015-07-01,  机械工业出版社,10.0,1889,http://product.dangdang.com/23735741.html,images/model/guan/url_none.png
90,p20165942,C 和指针(Ｃ指针的经典之作，读者好评如潮),C 和指针(Ｃ指针的经典之作，读者好评如潮)C语言编程入门书籍 C指针的经典之作 读者好评如潮,[美] Kenneth A.Reek,《C和指针》通过对指针的基础知识和高级特性的探讨，帮助程序员把指针的强大功能融入到自己的程序中去。 全书共18章，覆盖了数据、语句、操作符和表达式、指针、函数、数组、字符串、结构和联合等几乎所有重要的C编程话题。 《C和指针》适合C语言初学者和初级c程序员阅读，也可作为计算机专业学生学习C语言的参考。,¥44.80,44.80,¥65.00,65.00,6.9, 2008-04-01,  人民邮电出版社,9.0,13216,http://product.dangdang.com/20165942.html,images/model/guan/url_none.png
91,p21063086,Python学习手册：第4版（涵盖Python2.6和3.X）,Python学习手册：第4版（涵盖Python2.6和3.X）,鲁特兹 著，李军，刘红伟 译,Google和YouTube由于PythonF的高可适应性、易于维护以及适合于快速开发而采用它。《Python学习手册(第4版)》将帮助你使用Python编写出高质量、高效的并且易于与其他语言和工具集成的代码。《Python学习手册(第4版)》根据Python专家MarkLutz的著名培训课程编写而成，是易于掌握和自学的Python教程。 《Python学习手册(第4版)》每一章都对Python语言的关键内容做单独讲解，并且配有章首习题，便于你学习新的技能并巩固加深自己的理解。书中配有大量注释的示例以及图表，它们都将帮助你轻松地学习Python3．0。,¥82.10,82.10,¥119.00,119.00,6.9, 2011-04-01,  机械工业出版社,9.0,6339,http://product.dangdang.com/21063086.html,images/model/guan/url_none.png
92,p23329703,Spring源码深度解析,Spring源码深度解析spring框架揭秘 spring实战指南 Java程序员开发书籍,郝佳 编著,帮助读者快速熟悉Spring源码，以便于对Spring源码进行扩展或修改，从而满足业务需求。 所有知识点均已HELLOworld级别示例为切入点，描述简单之后的复杂。 对于复杂逻辑的讲解采用剥洋葱似的方式，层层分解复杂度，便于读者理解和掌握。,¥47.60,47.60,¥69.00,69.00,6.9, 2013-09-01,  人民邮电出版社,9.0,4315,http://product.dangdang.com/23329703.html,images/model/guan/url_none.png
93,p23690527,Python Cookbook（第3版）中文版,Python Cookbook（第3版）中文版经典Python图书升级版本 Python编程从入门到实践 涵盖Python 3.3 包含大量实用Python编程技巧和Python黑魔法 囊括常见Python编程领域,（美）比斯利，（美）琼斯 著，陈舸 译,如果你在编写Python 3程序时需要帮助，或者想更新老的Python 2代码，本书正是你所需要的。本书包含了大量使用Python 3.3编写并测试过的实用编程技巧。对于那些关注现代工具和惯用技巧的有经验的Python程序员来说，本书无可替代。 本书包含了12个以上的完整主题，其范围涵盖了Python语言的核心以及多个应用领域中的常见任务。每一节中包含的示例代码都可以立刻应用到你自己的项目中去，而每节的讨论部分则告诉你解决方案是如何以及为什么能够工作。 本书主题包括： 数据结构和算法； 字符串和文本； 数字、日期和时间； 迭代器和生成器； 文件和I/O； 数据编码与处理； 函数； 类与对象； 元编程； 模块和包； 网络和Web编程； 并发； 实用脚本和系统管理； 测试、调试以及异常,¥74.50,74.50,¥108.00,108.00,6.9, 2015-05-01,  人民邮电出版社,9.0,3502,http://product.dangdang.com/23690527.html,images/model/guan/url_none.png
94,p23964002,R语言实战 第2版,R语言实战 第2版【图灵程序设计丛书】R语言入门到精通 大数据挖掘 用R轻松实现数据挖掘 数据可视化 从实际数据分析出发 全面掌握R编程 新增预测性分析 简化多变量数据等近200页内容,[美]卡巴科弗（Robert I. Kabacoff）,大数据时代已经到来，在商业、经济及其他领域中基于数据和分析去发现问题并作出科学、客观的决策越来越重要。开源软件R是世界上*流行的数据分析、统计计算及制图语言，几乎能够完成任何数据处理任务，可安装并运行于所有主流平台，为我们提供了成千上万的专业模块和实用工具，是从大数据中获取有用信息的绝佳工具，是数据挖掘、数据分析人才的必备技能。 本书从解决实际问题入手，尽量跳脱统计学的理论阐述来讨论R语言及其应用，讲解清晰透澈，极具实用性。作者不仅高度概括了R语言的强大功能，展示了各种实用的统计示例，而且对于难以用传统方法分析的凌乱、不完整和非正态的数据也给出了完备的处理方法。第2版新增6章内容，涵盖时间序列、聚类分析、分类、高级编程、创建包和创建动态报告等，并分别详细介绍了如何使用ggplot2和lattice进,¥68.30,68.30,¥99.00,99.00,6.9, 2016-05-01,  人民邮电出版社,9.0,8003,http://product.dangdang.com/23964002.html,images/model/guan/url_none.png
95,p23794057,动手玩转Scratch2.0编程―STEAM创新教育指南,动手玩转Scratch2.0编程―STEAM创新教育指南创客教育领域名师力荐，中国STEAM创新教育的卓越指南,（美）Majed Marji （马吉德.马吉） 著，于欣龙 李泽 译,基于Scratch，超越Scratch 可视化编程语言，适合所有年龄阶段的读者 无需编程基础，快速掌握编程原理,¥47.60,47.60,¥69.00,69.00,6.9, 2015-10-01,  电子工业出版社,10.0,6457,http://product.dangdang.com/23794057.html,images/model/guan/url_none.png
96,p24188991,Excel效率手册 早做完，不加班(升级版),Excel效率手册 早做完，不加班(升级版)首版长期占据热销榜，畅销10万多册！升级版来袭！ ExcelHome站长、会计视野论坛管理员、会计网管理员等业界人士极力推荐！提供售后服务群！作者亲自答疑解惑,陈锡卢,《Excel效率手册 早做完，不加班》系列丛书自从出版以来受到99%的读者好评，长期占据热销榜，畅销10万多册！本书由ExcelHome站长、培训讲师、技术论坛超级版主等业界人士极力推荐！相信，一定会带给你意想不到的提高与效率！快快入手，告别繁琐的Excel，高效办公，让你早做完不加班！,¥28.90,28.90,¥42.00,42.00,6.89, 2017-01-01,  清华大学出版社,9.0,5137,http://product.dangdang.com/24188991.html,images/model/guan/url_none.png
97,p23918741,数据结构与算法分析：Java语言描述（原书第3版）,数据结构与算法分析：Java语言描述（原书第3版）国际著名计算机教育专家Weiss数据结构与算法Java描述经典教材新版，把算法分析与高效率的Java程序的开发有机地结合起来，深入分析每种算法。,[美]马克・艾伦・维斯,,¥47.60,47.60,¥69.00,69.00,6.9, 2016-03-07,  机械工业出版社,9.0,5823,http://product.dangdang.com/23918741.html,images/model/guan/url_none.png
98,p25217348,深入浅出通信原理,深入浅出通信原理通信人家园论坛总点击量800万的神帖 七年磨一剑 被网友称为通信界的《明朝那些事儿》 与《大话通信》《大话无线通信》《大话移动通信》同基础全面的计算机IT学科普及书,陈爱军,通信人家园论坛总点击量800万的神帖，七年磨一剑，被网友称为通信界的《明朝那些事儿》。比《大话通信》《大话无线通信》《大话移动通信》更基础全面的计算机IT学科普及书。 作者的话 深入浅出通信原理 系列连载于2010 年4 月8 日在通信人家园论坛上线，受到广大网友的热烈欢迎。很多网友回帖表示肯定和支持，也给了不少改进建议。例如，有网友反馈：连载讲了很多通信原理的知识点，每个知识点以图文并茂的方式讲得很清楚，但这些知识点在通信系统的哪个地方会用到缺少必要的说明，希望能够出书，对通信原理知识进行更系统、更全面的介绍。为了将连载的内容集结成书，我利用周末和节假日的时间，以通信系统模型为主线，对连载内容进行了系统梳理和查缺补漏，补充了信源编码、信道编码、天线技术、复用和多址技术等方面的很多内容。经过多年,¥61.40,61.40,¥89.00,89.00,6.9, 2018-02-01,  清华大学出版社,10.0,1294,http://product.dangdang.com/25217348.html,images/model/guan/url_none.png
99,p25305301,破茧成蝶2――以产品为中心的设计革命,破茧成蝶2――以产品为中心的设计革命破茧成蝶作者全新力作 全面解读移动互联网用户增长交互设计 数万产品经理用户体验设计师 产品运营人员受益的实践用书,刘津 孙睿,互联网下半场来袭，从业者需要做出怎样的变化，以应对风云突变的大环境呢？ 在瞬息万变的互联网新时代， 用户导向 的设计师和 业绩导向 的产品经理，如何顺势转型为 以产品价值为中心 的产品设计师？ 本书作者结合多年从事互联网产品架构和设计工作的思路，融会贯通，提炼出顺应新时代的互联网产品设计内在规律，旨在帮助读者在波涛汹涌、充满不确定性的大环境下，改变命运，不惧未来！ 本书延续了 破茧成蝶 系列图书的一贯风格，语言平实生动、视野取材广泛、案例贴近实际，图文并茂，适合处于不同成长阶段的产品经理、用户体验设计师、产品运营人员等阅读参考。 伟大的产品永远会有一种独特的观点，这种观点是建立 在对客户深刻的同理心之上的，贴近并且引导用户的需求， 快速地不断学习、迭代、进化，进而创造价值并推动业务高 速增长。,¥54.50,54.50,¥79.00,79.00,6.9, 2018-08-01,  人民邮电出版社,9.0,242,http://product.dangdang.com/25305301.html,images/model/guan/url_none.png
100,p25121674,轻松玩转Scratch编程,轻松玩转Scratch编程果果老师精心编写，全书从编程知识全覆盖，从知识学习进入到实战项目案例学习。小知识小案例，大项目大挑战，还有竞赛辅导哟。,刘凤飞,Scratch是可视化的编程语言，利用它可以制作游戏、动画，还可以计算数学题，处理字符串。本书有简单的单个程序块分析，有深奥的数学知识灌输，也有复杂的变量、链表、字符串、克隆体程序讲解，更有一个个游戏实战项目演练。培养学生发挥自己的创意，通过脚本的构思、流程的规划，以搭积木的方式，轻松学会使用Scratch编程。,¥47.60,47.60,¥69.00,69.00,6.9, 2017-08-01,  清华大学出版社,10.0,2045,http://product.dangdang.com/25121674.html,images/model/guan/url_none.png
101,p25071121,流畅的Python,流畅的Python【图灵程序设计丛书】PSF研究员 知名PyCon演讲者心血之作 全面深入 对Python语言关键特性剖析到位 兼顾Python 3和Python 2,[巴西]卢西亚诺・拉马略（Luciano Ramalho）,流畅的Python 由奋战在Python开发一线近20年的Luciano Ramalho执笔，Victor Stinner、Alex Martelli等Python大咖担纲技术审稿人，从语言设计层面剖析编程细节，兼顾Python 3和Python 2，告诉你Python中不亲自动手实践就无法理解的语言陷阱成因和解决之道，教你写出风格地道的Python代码。 ● Python数据模型：理解为什么特殊方法是对象行为一致的关键。 ● 数据结构：充分利用内置类型，理解Unicode文本和字节二象性。 ● 把函数视作对象：把Python函数视作一等对象，并了解这一点对流行的设计模式的影响。 ● 面向对象习惯用法：通过构建类学习引用、可变性、接口、运算符重载和多重继承。 ● 控制流程：学习使用上下文管理器、生成器、协程，以及通过concurrent.futures和asyncio包实现的并发。 ● 元编程：理解特性、描述符、类装饰器和元类的工作原理。,¥95.90,95.90,¥139.00,139.00,6.9, 2017-04-01,  人民邮电出版社,10.0,2014,http://product.dangdang.com/25071121.html,images/model/guan/url_none.png
102,p24034839,Word Excel PPT 2013商务办公全能一本通 全彩版,Word Excel PPT 2013商务办公全能一本通 全彩版超值全彩视频教程光盘 海量素材模板 赠软件QQ群指导 办公软件教程书籍 函数数据分析文员计算机电脑office表格制作 办公自动化实用教程教材书,互联网 计算机教育研究院,你还在靠空格来控制文字位置？ 你还在对大量数据和表格一头雾水？ 你还在发愁总结的PPT怎么办？ 翻翻书，很多技巧一看就明白， 你的收获不仅仅是省出来的宝贵时间 全彩印刷 超值光盘，极致性价比 为文员 行政 会计 财务 销售 多岗位提供办公软件学习方案 文档制作 数据分析 PPT制作 丰富功能搞定职称多种需求 视频演示轻松学 所有实例操作均有视频演示，二维码和光盘两种形式呈现 交互练习同步练 配套光盘中提供了交互式练习功能，光盘不仅可以 看 ，还可以同步跟随操作 超值素材大放送 不仅提供实例需要的素材、效果文件，还附赠公司日常管理Word 模板、Excel 办公表格模板、PPT 职场模板 作者精心收集整理的Office 应用精美素材,¥34.30,34.30,¥49.80,49.80,6.89, 2016-09-01,  人民邮电出版社,9.0,4399,http://product.dangdang.com/24034839.html,images/model/guan/url_none.png
103,p21110580,用户体验要素：以用户为中心的产品设计（原书第2版）（决战大数据时代！IT技术人员不得不读！）,用户体验要素：以用户为中心的产品设计（原书第2版）（决战大数据时代！IT技术人员不得不读！）,（美）加瑞特 著，范晓燕 译,相关图书推荐 点石成金：访客至上的Web和移动可用性设计秘笈（原书第3版） 人机交互与戏剧表演：用戏剧理论构建良好用户体验（原书第2版） UX**实践：提高用户体验影响力的艺术,¥26.90,26.90,¥39.00,39.00,6.9, 2011-07-01,  机械工业出版社,9.0,18031,http://product.dangdang.com/21110580.html,images/model/guan/url_none.png
104,p23989588,TCP/IP详解 卷1：协议（原书第2版）,TCP/IP详解 卷1：协议（原书第2版）Stevens经典网络名著的整体重组和彻底更新；掌握当代网络协议原理及实现技术必备参考书；全面阐述和透彻分析网络常用协议的工作过程和实现细节。 涵盖新的网络协议和实践方法，显著加强安全方面内容,凯文 R.福尔,Stevens经典网络名著的整体重组和彻底更新；掌握当代网络协议原理及实现技术必备参考书；全面阐述和透彻分析网络常用协议的工作过程和实现细节。 涵盖新的网络协议和实践方法，显著加强安全方面内容,¥104.20,104.20,¥129.00,129.00,8.08, 2016-06-23,  机械工业出版社,9.0,2410,http://product.dangdang.com/23989588.html,images/model/guan/url_none.png
105,p25147150,Word Excel PPT 2016商务办公全能一本通 全彩版,Word Excel PPT 2016商务办公全能一本通 全彩版Word/Excel/PPT现代商务办公应用 让你从新手到高手从入门到精通 word文档制作 excel公式与函数高效办公 ppt幻灯片极具说服力 手机扫码随时看教程赠光盘含海量资源,互联网 计算机教育研究院,1.所有实例的操作提供视频演示，通过二维码和光盘都可以观看。 2.光盘提供交互式练习，可以实时操作，查看学习成果。 3.配套微信订阅号 Office全能加油站 ，关注即可用手机获取微课，轻松享受贴心答疑服务，还能免流量下载优质资源。,¥34.30,34.30,¥49.80,49.80,6.89, 2017-08-01,  人民邮电出版社,10.0,3054,http://product.dangdang.com/25147150.html,images/model/guan/url_none.png
106,p23399217,深入浅出MySQL：数据库开发、优化与管理维护(第2版),深入浅出MySQL：数据库开发、优化与管理维护(第2版)MySQL原创图书 网易技术部DBA组时隔5年再献力作 高性能mysql指导指南 mysql数据库宝典,唐汉明 等,大家知道ANSI/ISO SQL是公认的关系数据库标准。从SQL标准的符合性来说，MySQL不仅无法跟成熟的商业数据库相比，在开源数据库中也远不是*好的，比如PostgreSQL就是业界公认的ANSI/ISO SQL标准符合性*好的开源数据库，MySQL直到5.0版本才支持的一些特性，PostgreSQL早都实现了。既然如此，为什么MySQL却在开源数据库中独占鳌头呢？根本的原因就是性能！ 从开发、管理和管理维护3个角度逐步深入，全面介绍MySQL数据库技术，融合了资深专家多年工作实践的积累和经验，不但总结了应用MySQL数据库时遇到的各种问题及其解决办法，还强调了开发人员和数据库管理人员必备的知识、技能。 MySQL的海豚标志的名字叫 sakila ，代表速度、力量、精确，它是从用户在 海豚命名 的竞赛中建议的众多名字中选出来的。获胜的名字是由来自非洲斯威士兰的开源软件开发者Ambrose Twebaze提,¥68.30,68.30,¥99.00,99.00,6.9, 2014-01-01,  人民邮电出版社,9.0,5444,http://product.dangdang.com/23399217.html,images/model/guan/url_none.png
107,p22894393,编码：隐匿在计算机软硬件背后的语言(永不退色的计算机科学经典著作),编码：隐匿在计算机软硬件背后的语言(永不退色的计算机科学经典著作),(美)佩措尔德,透过现象进而探索本质可以发现新事物；将复杂的事物简单化，可以发现解决问题的新方法。《编码：隐匿在计算机软硬件背后的语言》作者佩措尔德将那些看似复杂的理论转换成我们熟悉的诸多景象，使读者不由自主地跟随他的思路打造这台只有电线、电灯泡和触发器组构成的庞大的计算机系统。,¥40.70,40.70,¥59.00,59.00,6.9, 2012-10-01,  电子工业出版社,9.0,7435,http://product.dangdang.com/22894393.html,images/model/guan/url_none.png
108,p25212574,Adobe Premiere Pro CC 2017经典教程 彩色版,Adobe Premiere Pro CC 2017经典教程 彩色版全彩印刷 Adobe官方出版的Premiere Pro CC基础教程 Pr经典教程 附光盘 提供完成教学资源包括素材文件复习题以及答案 视频编辑剪辑,[英]马克西姆・亚戈（Maxim Jago）,Adobe公司推出的经典教程 畅销全球20年的图书 在全世界以27种语言火爆发行 以实例引导的正规学习用书。 让每位Premiere Pro用户有机会学习Adobe专家的使用技巧。 提供完整教学资源：素材文件、复习题及答案。 学习在Adobe Premiere Pro CC中编辑视频，以及充分发挥工作流的功效；从头到尾创建一个项目，从中学习如何组织媒体、添加音频、创建切换、制作字幕、添加效果以及处理VR 视频；进一步处理项目，美化并混合声音、合成素材、调整颜色、使用编辑技术、管理项目、导出项目等。 本书提供了学习Adobe Premiere Pro CC的很快、很简单、很全面的学习方式 Adobe Press出版的经典教程系列图书是市面上畅销的Adobe软件培训用书，该系列图书由Adobe产品专家开发，并得到了Adobe公司的授权和认可。 本书分为18课，包含了Adobe Premiere Pro CC的基础知识，提供了大量的提示和技术，帮助,¥95.20,95.20,¥138.00,138.00,6.9, 2018-01-01,  人民邮电出版社,9.0,1042,http://product.dangdang.com/25212574.html,images/model/guan/url_none.png
109,p20426804,MySQL必知必会,MySQL必知必会SQL必知必会作者力作 紧贴实战需要 适用于广大软件开发和数据库管理人员学习参考,（英）福塔 著，刘晓霞，钟鸣 译,此书使我获益匪浅，书的内容和版式都堪称完美，期待作者的下一部著作！ Raymond Camden，BroadChoice公司软件开发副总裁 MySQL作为开源软件的代表，已经成为世界上*受欢迎的数据库管理系统之一。 本书是经典畅销书《SQL必知必会》之后，作者应众多读者的请求编写的，专门针对MySQL用户。书中继承了《MySQL必知必会》的优点，没有过多阐述数据库基础理论，而是紧贴实战需要，直接从数据检索开始，逐步深入各种复杂的内容，包括联结的使用、子查询、正则表达式和基于全文本的搜索、存储过程、游标、触发器、表约束，等等。通过本书，读者能够掌握扎实的基本功，迅速成为MySQL高手。,¥26.90,26.90,¥39.00,39.00,6.9, 2009-01-01,  人民邮电出版社,9.0,5571,http://product.dangdang.com/20426804.html,images/model/guan/url_none.png
110,p24023887,Excel三大神器：函数与公式+数据透视表+VBA其实很简单（套装共3册）,Excel三大神器：函数与公式+数据透视表+VBA其实很简单（套装共3册）当加班成为常态，改变在所难免，Excel三大神器，让效率飞起来,Excel Home 编著,函数与公式 数据透视表 VBA其实很简单（套装共3册）:由多位微软全球MVP专家通力打造！完整详尽介绍Excel函数的技术特点和应用方法，全面覆盖Excel函数各相关知识点。大量源自实际工作的典型案例，通过细致地讲解，生动地展示各种应用技巧，急速提高读者的办公效率，让读者提前完成手头工作。对一些常常困扰学习者的功能特性进行深入剖析，让读知其然，还能知其所以然。讲授数据透视表的多项绝秘应用，让一切成为可能！全面向你展示数据透视表的神奇之处 不需要任何公式与函数，在一分钟之内就能创建高级报表。精选来自Excel Home的海量实例，向你展示如何在几秒钟内轻松将数百万行数据制作成专业报表。上一版长期雄踞网店VBA类图书畅销书榜首！以经典案例为主导，呈现Excel VBA以一当十的核心功能！一句顶一万句的 懒人心法 ，教你一键搞定所有报表！,¥177.30,177.30,¥257.00,257.00,6.9, 2016-08-30,  北京大学出版社,9.0,3202,http://product.dangdang.com/24023887.html,images/model/guan/url_none.png
111,p23655300,别怕 Excel 函数其实很简单,别怕 Excel 函数其实很简单别怕，Excel VBA其实很简单姐妹篇 传授Excel函数与公式高效办公效率手册学习数据处理与分析 ExcelHome站长 老罗共同操刀 打造现代商务办公从新手到高手终极方法,Excel Home 编著,畅销书《别怕ExcelVBA其实很简单》的作者历经2年时间打造的升级Excel函数读本。 征服你日常工作中的函数，体验一个回车带来的高效与快感！ 如果你是表哥或表妹，经常被数据折磨，希望提升数据统计能力； 如果你是在校学生，有兴趣学习Excel函数，为今后的职业生涯先锻造一把利剑， 那么，《别怕，Excel函数其实很简单》是你很好的选择。 《别怕，Excel函数其实很简单》利用生动形象的比拟和浅显易懂的语言，介绍Excel函数中看似复杂的概念和算法，借助实战案例来揭示公式编写思路和函数应用技巧。 《别怕，Excel函数其实很简单》全书配有280张幽默诙谐的漫画插图，你可以像看漫画书一样轻松搞定常用函数。 推荐组合购买： Excel 2013实战技巧精粹（*畅销的Excel技巧书 *,¥33.80,33.80,¥49.00,49.00,6.9, 2015-02-01,  人民邮电出版社,9.0,10296,http://product.dangdang.com/23655300.html,images/model/guan/url_none.png
112,p24106647,深入理解计算机系统（原书第3版）,深入理解计算机系统（原书第3版）程序员必读经典著作！理解计算机系统*书目，10万程序员共同选择。第二版销售突破100000册，第三版重磅上市！,（美）兰德尔?E.布莱恩特（Randal E.Bryant）等,1.第二版销售突破100000册，第三版重磅上市！ 2.理解计算机系统*书目， 10余万程序员的共同选择 3.卡内基-梅隆、北京大学、清华大学、上海交通大学等国内外众多知名高校选用指定教材 4.从程序员视角全面剖析的实现细节，使读者深刻理解程序的行为，将所有计算机系统的相关知识融会贯通。 5.新版本全面基于X86-64位处理器 6.全新的阅读和学习体验：由国内名师录制章前导读，使读者可以了解各章的重点内容和知识关联，形成关于计算机系统的知识架构。并开设了本书的网络社区，读者可加入社区，获得本书相关学习资源，了解活动信息。,¥111.20,111.20,¥139.00,139.00,8, 2016-11-14,  机械工业出版社,9.0,7695,http://product.dangdang.com/24106647.html,images/model/guan/url_none.png
113,p23834026,Python算法教程,Python算法教程精通Python基础算法 畅销书Python基础教程作者力作,[挪威]赫特兰（Magnus Lie Hetland）,畅销书Python基础教程(第2版)作者、Python领域大牛又一新力作！知识点清晰，语言简洁。 本书用Python语言来讲解算法的分析和设计，主要关注经典的算法，帮助读者理解基本算法问题和解决问题打下很好的基础。 蕴含大量课后习题和参考资料。,¥47.60,47.60,¥69.00,69.00,6.9, 2016-01-01,  人民邮电出版社,9.0,2614,http://product.dangdang.com/23834026.html,images/model/guan/url_none.png
